ID,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
1078,2016,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1835,34.7
1079,2015,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1612,31.3
1080,2014,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1364,27.4
1081,2013,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1316,27.2
1082,2012,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1322,28.4
1083,2011,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1307,29
1084,2010,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1334,31.1
1085,2009,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1319,31.4
1086,2008,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1353,33.4
1087,2007,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1109,28.3
1088,2006,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1058,28.1
1089,2005,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1064,29.5
1090,2004,Alzheimer's disease (G30),Alzheimer's disease,Colorado,912,26.1
1091,2003,Alzheimer's disease (G30),Alzheimer's disease,Colorado,899,26.5
1092,2002,Alzheimer's disease (G30),Alzheimer's disease,Colorado,954,29
1093,2001,Alzheimer's disease (G30),Alzheimer's disease,Colorado,852,26.4
1094,2000,Alzheimer's disease (G30),Alzheimer's disease,Colorado,712,22.6
1095,1999,Alzheimer's disease (G30),Alzheimer's disease,Colorado,756,24.5
1096,2016,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,1035,20.3
1097,2015,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,966,19
1098,2014,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,923,18.4
1099,2013,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,824,16.2
1100,2012,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,842,16.8
1101,2011,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,813,16.4
1102,2010,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,820,17.1
1103,2009,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,778,16.3
1104,2008,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,839,17.8
1105,2007,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,764,16.6
1106,2006,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,728,16
1107,2005,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,777,17.4
1108,2004,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,684,15.7
1109,2003,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,612,14.2
1110,2002,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,570,13.6
1111,2001,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,573,14
1112,2000,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,526,13.1
1113,1999,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,449,11.4
1114,2016,Alzheimer's disease (G30),Alzheimer's disease,Delaware,329,27.4
1115,2015,Alzheimer's disease (G30),Alzheimer's disease,Delaware,264,22.6
1116,2014,Alzheimer's disease (G30),Alzheimer's disease,Delaware,188,16.6
1117,2013,Alzheimer's disease (G30),Alzheimer's disease,Delaware,192,17.6
1118,2012,Alzheimer's disease (G30),Alzheimer's disease,Delaware,213,20.2
1119,2011,Alzheimer's disease (G30),Alzheimer's disease,Delaware,203,20
1120,2010,Alzheimer's disease (G30),Alzheimer's disease,Delaware,215,21.9
1121,2009,Alzheimer's disease (G30),Alzheimer's disease,Delaware,163,16.9
1122,2008,Alzheimer's disease (G30),Alzheimer's disease,Delaware,204,21.7
1123,2007,Alzheimer's disease (G30),Alzheimer's disease,Delaware,201,22.1
1124,2006,Alzheimer's disease (G30),Alzheimer's disease,Delaware,189,21.6
1125,2005,Alzheimer's disease (G30),Alzheimer's disease,Delaware,180,21.2
1126,2004,Alzheimer's disease (G30),Alzheimer's disease,Delaware,155,19
1127,2003,Alzheimer's disease (G30),Alzheimer's disease,Delaware,147,18.6
1128,2002,Alzheimer's disease (G30),Alzheimer's disease,Delaware,128,16.7
1129,2001,Alzheimer's disease (G30),Alzheimer's disease,Delaware,135,18
1130,2000,Alzheimer's disease (G30),Alzheimer's disease,Delaware,110,15.1
1131,1999,Alzheimer's disease (G30),Alzheimer's disease,Delaware,107,15
1132,2016,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,120,18.3
1133,2015,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,129,19.2
1134,2014,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,119,18.3
1135,2013,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,130,19.8
1136,2012,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,129,20.5
1137,2011,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,120,19.6
1138,2010,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,114,18.7
1139,2009,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,94,15.7
1140,2008,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,132,22.5
1141,2007,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,140,24
1142,2006,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,117,20.7
1143,2005,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,112,19.7
1144,2004,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,119,21.2
1145,2003,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,95,17
1146,2002,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,107,19
1147,2001,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,99,17.5
1148,2000,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,75,13.1
1149,1999,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,53,9.5
1150,2016,Alzheimer's disease (G30),Alzheimer's disease,Florida,7155,21.5
1151,2015,Alzheimer's disease (G30),Alzheimer's disease,Florida,7031,21.8
1152,2014,Alzheimer's disease (G30),Alzheimer's disease,Florida,5874,18.8
1153,2013,Alzheimer's disease (G30),Alzheimer's disease,Florida,5093,16.9
1154,2012,Alzheimer's disease (G30),Alzheimer's disease,Florida,4422,15.2
1155,2011,Alzheimer's disease (G30),Alzheimer's disease,Florida,4507,16
1156,2010,Alzheimer's disease (G30),Alzheimer's disease,Florida,4831,18.1
1157,2009,Alzheimer's disease (G30),Alzheimer's disease,Florida,4617,17.6
1158,2008,Alzheimer's disease (G30),Alzheimer's disease,Florida,4743,18.6
1159,2007,Alzheimer's disease (G30),Alzheimer's disease,Florida,4644,18.7
1160,2006,Alzheimer's disease (G30),Alzheimer's disease,Florida,4689,19.3
1161,2005,Alzheimer's disease (G30),Alzheimer's disease,Florida,4608,19.4
1162,2004,Alzheimer's disease (G30),Alzheimer's disease,Florida,4307,18.6
1163,2003,Alzheimer's disease (G30),Alzheimer's disease,Florida,4316,18.9
1164,2002,Alzheimer's disease (G30),Alzheimer's disease,Florida,4052,18.1
1165,2001,Alzheimer's disease (G30),Alzheimer's disease,Florida,3643,16.4
1166,2000,Alzheimer's disease (G30),Alzheimer's disease,Florida,3265,15
1167,1999,Alzheimer's disease (G30),Alzheimer's disease,Florida,3059,14.3
1168,2016,Alzheimer's disease (G30),Alzheimer's disease,Georgia,4021,44.8
1169,2015,Alzheimer's disease (G30),Alzheimer's disease,Georgia,3714,42.4
1170,2014,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2670,31.7
1171,2013,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2048,25
1172,2012,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2074,26.2
1173,2011,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2218,28.9
1174,2010,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2080,28.3
1175,2009,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1865,25.9
1176,2008,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1929,27.5
1177,2007,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1849,27.2
1178,2006,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1820,27.5
1179,2005,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1745,27.4
1180,2004,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1710,27.8
1181,2003,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1630,26.9
1182,2002,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1525,25.5
1183,2001,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1419,24.1
1184,2000,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1235,21.3
1185,1999,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1080,18.8
1186,2016,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,445,20.1
1187,2015,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,422,19.5
1188,2014,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,326,15
1189,2013,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,260,12.6
1190,2012,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,249,12.4
1191,2011,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,197,10.4
1192,2010,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,189,10.5
1193,2009,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,253,14.8
1194,2008,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,218,13.3
1195,2007,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,247,15.7
1196,2006,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,201,13.2
1197,2005,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,192,13.1
1198,2004,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,171,12.2
1199,2003,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,161,11.9
1200,2002,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,141,10.9
1201,2001,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,122,9.8
1202,2000,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,118,10
1203,1999,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,109,9.4
1204,2016,Alzheimer's disease (G30),Alzheimer's disease,Idaho,607,33.9
1205,2015,Alzheimer's disease (G30),Alzheimer's disease,Idaho,552,31.6
1206,2014,Alzheimer's disease (G30),Alzheimer's disease,Idaho,376,22.4
1207,2013,Alzheimer's disease (G30),Alzheimer's disease,Idaho,347,21
1208,2012,Alzheimer's disease (G30),Alzheimer's disease,Idaho,354,21.9
1209,2011,Alzheimer's disease (G30),Alzheimer's disease,Idaho,409,25.7
1210,2010,Alzheimer's disease (G30),Alzheimer's disease,Idaho,410,26.8
1211,2009,Alzheimer's disease (G30),Alzheimer's disease,Idaho,369,24.7
1212,2008,Alzheimer's disease (G30),Alzheimer's disease,Idaho,393,27.2
1213,2007,Alzheimer's disease (G30),Alzheimer's disease,Idaho,416,29.4
1214,2006,Alzheimer's disease (G30),Alzheimer's disease,Idaho,400,29
1215,2005,Alzheimer's disease (G30),Alzheimer's disease,Idaho,407,30.7
1216,2004,Alzheimer's disease (G30),Alzheimer's disease,Idaho,343,26.7
1217,2003,Alzheimer's disease (G30),Alzheimer's disease,Idaho,355,28.3
1218,2002,Alzheimer's disease (G30),Alzheimer's disease,Idaho,318,26.1
1219,2001,Alzheimer's disease (G30),Alzheimer's disease,Idaho,294,24.7
1220,2000,Alzheimer's disease (G30),Alzheimer's disease,Idaho,262,22.6
1221,1999,Alzheimer's disease (G30),Alzheimer's disease,Idaho,243,21.4
1222,2016,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3877,25.4
1223,2015,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3686,24.4
1224,2014,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3266,21.9
1225,2013,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2919,19.8
1226,2012,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2865,19.8
1227,2011,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2910,20.4
1228,2010,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2927,20.9
1229,2009,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2891,21
1230,2008,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3192,23.6
1231,2007,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2734,20.5
1232,2006,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2794,21.3
1233,2005,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2827,21.9
1234,2004,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2595,20.4
1235,2003,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2626,20.9
1236,2002,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2398,19.3
1237,2001,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2163,17.5
1238,2000,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2154,17.7
1239,1999,Alzheimer's disease (G30),Alzheimer's disease,Illinois,1908,15.9
1240,2016,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2678,34.9
1241,2015,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2513,33.1
1242,2014,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2204,29.4
1243,2013,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2104,28.5
1244,2012,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2038,28.1
1245,2011,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2058,28.9
1246,2010,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1940,27.8
1247,2009,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1884,27.4
1248,2008,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1971,29.3
1249,2007,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1663,25.1
1250,2006,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1696,26.1
1251,2005,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1651,26
1252,2004,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1552,24.9
1253,2003,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1515,24.6
1254,2002,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1475,24.3
1255,2001,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1231,20.5
1256,2000,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1209,20.4
1257,1999,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1106,18.9
1258,2016,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1415,31.3
1259,2015,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1339,29.9
1260,2014,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1313,29.6
1261,2013,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1252,28.2
1262,2012,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1336,30.5
1263,2011,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1406,32.4
1264,2010,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1411,32.9
1265,2009,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1265,29.9
1266,2008,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1332,31.5
1267,2007,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1202,28.7
1268,2006,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1121,27
1269,2005,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1082,26.5
1270,2004,Alzheimer's disease (G30),Alzheimer's disease,Iowa,968,24
1271,2003,Alzheimer's disease (G30),Alzheimer's disease,Iowa,887,22.1
1272,2002,Alzheimer's disease (G30),Alzheimer's disease,Iowa,899,22.6
1273,2001,Alzheimer's disease (G30),Alzheimer's disease,Iowa,863,21.8
1274,2000,Alzheimer's disease (G30),Alzheimer's disease,Iowa,769,19.7
1275,1999,Alzheimer's disease (G30),Alzheimer's disease,Iowa,706,18.2
1276,2016,Alzheimer's disease (G30),Alzheimer's disease,Kansas,855,23.1
1277,2015,Alzheimer's disease (G30),Alzheimer's disease,Kansas,865,23.5
1278,2014,Alzheimer's disease (G30),Alzheimer's disease,Kansas,790,21.9
1279,2013,Alzheimer's disease (G30),Alzheimer's disease,Kansas,742,20.8
1280,2012,Alzheimer's disease (G30),Alzheimer's disease,Kansas,789,22.5
1281,2011,Alzheimer's disease (G30),Alzheimer's disease,Kansas,795,22.6
1282,2010,Alzheimer's disease (G30),Alzheimer's disease,Kansas,825,24.2
1283,2009,Alzheimer's disease (G30),Alzheimer's disease,Kansas,802,23.9
1284,2008,Alzheimer's disease (G30),Alzheimer's disease,Kansas,961,28.8
1285,2007,Alzheimer's disease (G30),Alzheimer's disease,Kansas,860,25.8
1286,2006,Alzheimer's disease (G30),Alzheimer's disease,Kansas,830,25.1
1287,2005,Alzheimer's disease (G30),Alzheimer's disease,Kansas,912,28.1
1288,2004,Alzheimer's disease (G30),Alzheimer's disease,Kansas,769,24.1
1289,2003,Alzheimer's disease (G30),Alzheimer's disease,Kansas,781,24.7
1290,2002,Alzheimer's disease (G30),Alzheimer's disease,Kansas,755,24.1
1291,2001,Alzheimer's disease (G30),Alzheimer's disease,Kansas,642,20.5
1292,2000,Alzheimer's disease (G30),Alzheimer's disease,Kansas,630,20.2
1293,1999,Alzheimer's disease (G30),Alzheimer's disease,Kansas,511,16.6
1294,2016,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1728,35.1
1295,2015,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1694,34.9
1296,2014,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1523,32.1
1297,2013,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1462,31.4
1298,2012,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1506,33
1299,2011,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1459,32.5
1300,2010,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1464,33.5
1301,2009,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1345,31.3
1302,2008,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1370,32.3
1303,2007,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1198,28.7
1304,2006,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1153,28.1
1305,2005,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1147,28.7
1306,2004,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,982,25.1
1307,2003,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1072,27.7
1308,2002,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1013,26.3
1309,2001,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,966,25.1
1310,2000,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,845,22.1
1311,1999,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,728,19.3
1312,2016,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,2195,45
1313,2015,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,2018,42.5
1314,2014,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1670,36
1315,2013,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1505,32.9
1316,2012,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1399,31.6
1317,2011,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1406,32.4
1318,2010,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1295,30.8
1319,2009,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1336,32.3
1320,2008,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1361,33.4
1321,2007,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1324,33.3
1322,2006,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1282,32.9
1323,2005,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1405,34.8
1324,2004,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1267,32
1325,2003,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1184,30
1326,2002,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1111,28.5
1327,2001,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,957,24.6
1328,2000,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,811,20.9
1329,1999,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,683,17.9
1330,2016,Alzheimer's disease (G30),Alzheimer's disease,Maine,577,29.6
1331,2015,Alzheimer's disease (G30),Alzheimer's disease,Maine,544,28.4
1332,2014,Alzheimer's disease (G30),Alzheimer's disease,Maine,434,22.7
1333,2013,Alzheimer's disease (G30),Alzheimer's disease,Maine,401,21.6
1334,2012,Alzheimer's disease (G30),Alzheimer's disease,Maine,432,23.5
1335,2011,Alzheimer's disease (G30),Alzheimer's disease,Maine,481,26.8
1336,2010,Alzheimer's disease (G30),Alzheimer's disease,Maine,502,28.6
1337,2009,Alzheimer's disease (G30),Alzheimer's disease,Maine,466,26.9
1338,2008,Alzheimer's disease (G30),Alzheimer's disease,Maine,450,26.3
1339,2007,Alzheimer's disease (G30),Alzheimer's disease,Maine,470,28.1
1340,2006,Alzheimer's disease (G30),Alzheimer's disease,Maine,477,29.2
1341,2005,Alzheimer's disease (G30),Alzheimer's disease,Maine,476,29.9
1342,2004,Alzheimer's disease (G30),Alzheimer's disease,Maine,512,32.7
1343,2003,Alzheimer's disease (G30),Alzheimer's disease,Maine,467,30.2
1344,2002,Alzheimer's disease (G30),Alzheimer's disease,Maine,513,33.6
1345,2001,Alzheimer's disease (G30),Alzheimer's disease,Maine,471,31.3
1346,2000,Alzheimer's disease (G30),Alzheimer's disease,Maine,466,31.6
1347,1999,Alzheimer's disease (G30),Alzheimer's disease,Maine,429,29.6
1348,2016,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1178,17.4
1349,2015,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1095,16.4
1350,2014,Alzheimer's disease (G30),Alzheimer's disease,Maryland,934,14.5
1351,2013,Alzheimer's disease (G30),Alzheimer's disease,Maryland,919,14.3
1352,2012,Alzheimer's disease (G30),Alzheimer's disease,Maryland,906,14.7
1353,2011,Alzheimer's disease (G30),Alzheimer's disease,Maryland,922,15.1
1354,2010,Alzheimer's disease (G30),Alzheimer's disease,Maryland,986,16.8
1355,2009,Alzheimer's disease (G30),Alzheimer's disease,Maryland,937,16.3
1356,2008,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1016,18.2
1357,2007,Alzheimer's disease (G30),Alzheimer's disease,Maryland,881,16.2
1358,2006,Alzheimer's disease (G30),Alzheimer's disease,Maryland,915,17.3
1359,2005,Alzheimer's disease (G30),Alzheimer's disease,Maryland,958,18.7
