ID,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
3163,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1444,50.1
3164,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1411,49.1
3165,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1386,48.7
3166,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3486,66.3
3167,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3331,64.3
3168,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3214,63.8
3169,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3187,64.6
3170,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3100,64.2
3171,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3020,64.1
3172,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2779,60
3173,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2854,62.2
3174,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2926,65.2
3175,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2629,59.9
3176,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2407,55.6
3177,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2578,61
3178,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2265,54.8
3179,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2391,58.4
3180,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2401,59.3
3181,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2265,56.6
3182,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2170,54.8
3183,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2327,59
3184,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2221,43
3185,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2178,43.2
3186,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2237,45.5
3187,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2274,47.3
3188,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2074,44.5
3189,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1904,41.5
3190,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1939,43.6
3191,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1878,42.7
3192,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1896,44
3193,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1685,40
3194,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1687,40.8
3195,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1906,44.6
3196,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1615,38.4
3197,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1731,41.4
3198,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1696,41.2
3199,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1763,43.2
3200,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1684,41.7
3201,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1610,40.2
3202,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,928,47.4
3203,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,1025,53.6
3204,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,896,48.1
3205,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,902,49.1
3206,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,817,45.4
3207,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,842,48.4
3208,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,809,47.4
3209,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,821,48.6
3210,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,794,47.8
3211,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,728,44.5
3212,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,783,49.1
3213,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,830,53.2
3214,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,766,49.7
3215,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,782,51.3
3216,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,791,52.9
3217,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,800,54.4
3218,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,768,53
3219,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,751,52.6
3220,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2072,30.5
3221,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2040,30.7
3222,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1909,29.4
3223,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2051,32.5
3224,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1981,32.3
3225,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2050,34.3
3226,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2039,35
3227,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,2064,36.3
3228,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1982,35.8
3229,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1901,35.2
3230,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1832,34.4
3231,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1908,36.5
3232,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1910,37.3
3233,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1986,39.5
3234,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1944,39.4
3235,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1907,39.5
3236,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1927,40.9
3237,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1943,41.6
3238,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2674,31.4
3239,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2784,33
3240,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2592,31.4
3241,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2572,31.7
3242,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2520,31.7
3243,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2651,33.9
3244,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2383,31.1
3245,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2559,33.8
3246,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2587,34.5
3247,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2332,31.6
3248,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2535,34.8
3249,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2647,36.6
3250,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2574,35.9
3251,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2765,38.9
3252,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2745,38.9
3253,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2810,40.2
3254,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2925,42.1
3255,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2862,41.6
3256,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5572,44.4
3257,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5848,47.5
3258,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5345,44.2
3259,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5539,46.7
3260,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5251,45.2
3261,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5192,45.5
3262,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5079,45.6
3263,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4961,45
3264,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5185,47.8
3265,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4624,43.4
3266,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4474,42.8
3267,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4466,43.4
3268,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4252,41.8
3269,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4472,44.6
3270,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4431,44.8
3271,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4148,42.5
3272,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4352,45.3
3273,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,4316,45.3
3274,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2369,35.8
3275,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2351,36.4
3276,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2277,36
3277,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2287,37.1
3278,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2124,35.3
3279,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2170,37.1
3280,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2016,35.1
3281,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1961,34.8
3282,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2096,37.8
3283,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1758,32.5
3284,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1770,33.2
3285,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1965,37.4
3286,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1839,35.7
3287,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1832,35.8
3288,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1971,39.2
3289,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1909,38.8
3290,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1902,39
3291,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1994,41.3
3292,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2116,62
3293,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1924,57.1
3294,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1738,52.2
3295,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1755,54.3
3296,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1729,54.7
3297,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1694,55.1
3298,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1661,55.2
3299,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1556,52.7
3300,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1520,51.6
3301,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1408,48.7
3302,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1378,48.4
3303,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1473,52
3304,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1350,48.3
3305,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1394,50.7
3306,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1378,50.3
3307,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1333,49.1
3308,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1257,46.5
3309,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1267,47.2
3310,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3961,52.1
3311,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3935,52.8
3312,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3762,51.4
3313,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3798,52.9
3314,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3650,51.7
3315,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3492,50.5
3316,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3557,52.6
3317,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3456,51.9
3318,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3765,57.4
3319,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3081,47.6
3320,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3017,47.4
3321,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3085,49.2
3322,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2731,44.1
3323,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2939,47.9
3324,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2867,47.2
3325,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2882,47.8
3326,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2802,46.9
3327,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3068,51.7
3328,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,722,51.9
3329,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,679,50.2
3330,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,668,50.3
3331,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,647,50.7
3332,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,605,48.6
3333,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,637,52.9
3334,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,602,51.3
3335,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,598,51.6
3336,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,691,61
3337,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,604,54.7
3338,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,579,53.3
3339,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,580,54.9
3340,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,578,55.9
3341,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,588,58.3
3342,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,576,57.8
3343,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,583,59.3
3344,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,517,53.6
3345,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,566,59.4
3346,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1117,48.9
3347,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1174,52.2
3348,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1123,50.6
3349,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1032,47.7
3350,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1052,48.9
3351,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1068,50.5
3352,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1008,48.8
3353,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,987,48.3
3354,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1047,51.6
3355,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,919,45.9
3356,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,878,44.4
3357,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,949,48.7
3358,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,815,42.2
3359,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,894,47
3360,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,934,49.1
3361,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,882,46.6
3362,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,838,45
3363,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,945,50.6
3364,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1778,56.6
3365,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1617,54.1
3366,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1522,52.9
3367,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1482,54.1
3368,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1370,52
3369,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1243,49.8
3370,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1186,49.5
3371,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1244,53.3
3372,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1257,56.4
3373,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1050,48.9
3374,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1066,50.3
3375,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1227,60.4
3376,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1124,57.2
3377,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1173,62.9
3378,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1174,65.9
3379,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1136,65.6
3380,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,989,61.3
3381,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1029,64.7
3382,2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,684,39.3
3383,2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,705,41.9
3384,2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,680,41.3
3385,2013,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,668,42
3386,2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,674,43.5
3387,2011,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,650,43.1
3388,2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,609,41.7
3389,2009,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,652,45.6
3390,2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,688,48.8
3391,2007,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,611,44.2
3392,2006,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,603,44.9
3393,2005,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,630,48.2
3394,2004,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,600,46.7
3395,2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,531,42.8
3396,2002,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,577,47.4
3397,2001,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,616,51.4
3398,2000,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,581,49.4
3399,1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,592,51
3400,2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3064,27.9
3401,2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3202,29.6
3402,2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3046,28.5
3403,2013,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3245,31.1
3404,2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3271,31.7
3405,2011,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3157,31.2
3406,2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3106,31.4
3407,2009,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3125,31.8
3408,2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3280,33.9
3409,2007,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2991,31.4
3410,2006,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2862,30.5
3411,2005,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3148,34
3412,2004,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3031,33
3413,2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2910,31.9
3414,2002,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2885,32
3415,2001,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,2911,32.6
3416,2000,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3007,34.1
3417,1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3130,35.9
3418,2016,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1131,44.4
3419,2015,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1109,44.7
3420,2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1127,46.4
3421,2013,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1052,44.7
3422,2012,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,965,42.5
3423,2011,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1024,46.2
3424,2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1022,47.7
3425,2009,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,984,47.1
3426,2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1001,49.7
3427,2007,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,884,45.1
3428,2006,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,888,46.5
3429,2005,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,855,46.2
3430,2004,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,753,42
3431,2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,936,53.3
3432,2002,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,857,49.7
3433,2001,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,775,45.8
3434,2000,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,767,46.9
3435,1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,848,52.9
3436,2016,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6860,28.4
3437,2015,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7109,29.9
3438,2014,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6806,29.1
3439,2013,Chronic lower respiratory diseases (J40-J47),CLRD,New York,7110,30.7
