ID,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
5145,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,27325,285.9
5146,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,27693,292.9
5147,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7825,114.9
5148,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7844,116.6
5149,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7659,116.5
5150,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7714,119.6
5151,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7496,119.2
5152,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7240,117
5153,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7185,119.4
5154,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7238,122.1
5155,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7367,126.6
5156,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7477,130.7
5157,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7525,134.9
5158,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7926,145.4
5159,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7891,146.7
5160,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8144,154.1
5161,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8602,165.9
5162,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8760,172
5163,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,8885,177.7
5164,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,9533,192.4
5165,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7865,233.1
5166,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7969,240.5
5167,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7538,229.9
5168,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7715,240
5169,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7269,231.3
5170,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7335,240.1
5171,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7542,251.1
5172,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7530,253.8
5173,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7997,273.2
5174,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8037,278.5
5175,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8097,285.4
5176,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8637,306.4
5177,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8282,298.8
5178,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,8683,317.1
5179,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,9061,332.6
5180,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,9050,333.5
5181,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,9256,341.2
5182,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,9336,347.4
5183,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14579,192.1
5184,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14808,197.9
5185,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14338,194.7
5186,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14095,194.7
5187,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,13742,193.4
5188,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,13810,197.4
5189,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,13840,201.8
5190,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,13916,206.1
5191,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14644,219.8
5192,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14338,218.9
5193,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14749,228.8
5194,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14974,236.8
5195,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,15500,248.5
5196,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16410,264.9
5197,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16708,272.7
5198,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,16633,273.4
5199,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,17235,286
5200,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,17974,300.5
5201,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2138,154.4
5202,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2104,155.8
5203,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1957,147.8
5204,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2004,154.3
5205,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1903,151.1
5206,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1921,156.9
5207,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1849,154.2
5208,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1832,154.3
5209,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1975,170.6
5210,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1870,164.5
5211,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1869,169.4
5212,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1855,172.2
5213,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1838,175.1
5214,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1984,193.3
5215,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1944,192.8
5216,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1970,199
5217,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1995,205.7
5218,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,2049,214.6
5219,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3322,140.3
5220,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3591,154.5
5221,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3296,143
5222,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3381,147.9
5223,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3307,146.9
5224,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3265,146.9
5225,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3355,154.2
5226,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3277,153.2
5227,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3459,163.2
5228,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3520,168.1
5229,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3445,168
5230,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3640,179.4
5231,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3738,187.2
5232,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3954,199.6
5233,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,4242,215.5
5234,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,4150,212
5235,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,4197,217.1
5236,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,4497,235
5237,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,6457,205.9
5238,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,6114,200.9
5239,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5761,197.2
5240,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5434,195.1
5241,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5166,192.5
5242,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5043,196.3
5243,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4811,197.3
5244,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4687,194.7
5245,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4646,202
5246,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4591,205.6
5247,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5013,233.7
5248,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5094,246.7
5249,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4693,240
5250,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4599,244
5251,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4421,247.5
5252,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4393,257.8
5253,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4089,255.3
5254,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,4231,274.3
5255,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2631,151.1
5256,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2571,149
5257,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2464,147.9
5258,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2434,148.9
5259,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2324,146.1
5260,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2333,151
5261,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2290,152.7
5262,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2268,153.4
5263,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2409,166
5264,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2511,176.9
5265,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2501,181.1
5266,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2530,189.8
5267,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2639,203.4
5268,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2725,216.7
5269,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2776,225
5270,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2835,234.6
5271,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2811,237.3
5272,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2751,236.2
5273,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18597,164.7
5274,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18647,166.7
5275,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18319,166.3
5276,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18460,170.1
5277,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18340,171.5
5278,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18330,174.9
5279,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18730,182
5280,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18086,178.6
5281,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,19056,191.6
5282,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18831,193
5283,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,19548,203.9
5284,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,20655,219.1
5285,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,20560,221.8
5286,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22043,239.9
5287,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22510,248.6
5288,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,22704,254
5289,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,23724,269.4
5290,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,23493,270.5
5291,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3800,150.6
5292,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3508,142.4
5293,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3424,143.3
5294,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3425,147.1
5295,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3352,147.8
5296,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3333,150.3
5297,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3224,151.2
5298,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3214,153.6
5299,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3275,161.3
5300,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3305,167.2
5301,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3411,179.5
5302,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3435,186.3
5303,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3264,183.1
5304,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3402,194.8
5305,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3360,196.4
5306,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3423,204.8
5307,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3191,196.6
5308,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3452,218
5309,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44076,177.8
5310,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44450,181.6
5311,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,43116,178.3
5312,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44039,184.8
5313,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,43795,186.5
5314,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44501,193.8
5315,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,44981,200
5316,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,47283,213.2
5317,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,49324,225.8
5318,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,49528,230.4
5319,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,50470,238.2
5320,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,51985,248.3
5321,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,52480,254.6
5322,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,55276,270.9
5323,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,56672,281.4
5324,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,56643,284.9
5325,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,57474,293.8
5326,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,58987,306.1
5327,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18266,155.8
5328,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18474,162.4
5329,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17592,158.7
5330,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17830,165.3
5331,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17348,166.1
5332,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17003,167.9
5333,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17154,174.9
5334,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17203,179.7
5335,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17335,186.4
5336,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17395,193
5337,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17271,197.6
5338,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17765,211.7
5339,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17607,215.2
5340,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18674,233.3
5341,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18524,237.6
5342,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,18792,246.1
5343,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,19723,264.5
5344,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,19191,260.9
5345,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1338,140.9
5346,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1323,142.4
5347,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1381,149.2
5348,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1382,150.7
5349,2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1368,151.6
5350,2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1290,144.6
5351,2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1395,158
5352,2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1431,165.8
5353,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1391,160.8
5354,2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1414,165.9
5355,2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1527,182
5356,2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1512,181.3
5357,2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1470,178
5358,2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1632,201.8
5359,2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1623,203.1
5360,2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1700,212.3
5361,2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1679,212.8
5362,1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1833,234.2
5363,2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,27410,185.1
5364,2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,28069,191.7
5365,2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,27000,186.4
5366,2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,26878,187.9
