ID,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
6175,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,513,18.6
6176,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,496,19
6177,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,499,19.7
6178,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,471,19.8
6179,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,542,23.3
6180,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,496,22
6181,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,408,19.2
6182,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,426,20.6
6183,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,454,23.1
6184,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,402,21.5
6185,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,410,23.3
6186,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,368,22.5
6187,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,352,22.1
6188,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,320,21.5
6189,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,319,22.2
6190,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,203,11.8
6191,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,275,16.1
6192,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,11.5
6193,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,226,13.9
6194,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,204,12.8
6195,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,220,14.1
6196,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,191,12.6
6197,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,13.1
6198,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,211,14.6
6199,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,207,14.7
6200,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,212,15.4
6201,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,273,20.8
6202,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,271,21
6203,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,204,16.4
6204,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,237,19.4
6205,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,216,18
6206,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,16.5
6207,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,187,16.2
6208,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1208,10.7
6209,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1402,12.5
6210,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1234,11.3
6211,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1356,12.6
6212,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1131,10.6
6213,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1257,12.1
6214,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1128,11
6215,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1309,13
6216,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1413,14.2
6217,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1343,13.8
6218,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1315,13.7
6219,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1637,17.3
6220,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1586,17.1
6221,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1823,19.8
6222,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1973,21.8
6223,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1893,21.2
6224,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,2044,23.2
6225,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,2075,23.9
6226,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,353,14.6
6227,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,322,13.6
6228,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,376,16.1
6229,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,337,14.8
6230,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,281,12.5
6231,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,355,16.5
6232,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,294,14.2
6233,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,344,16.7
6234,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,351,17.5
6235,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,298,15.5
6236,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,353,18.9
6237,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,353,19.4
6238,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,308,17.7
6239,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,369,21.6
6240,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,372,22.3
6241,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,398,24.3
6242,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,290,18.2
6243,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,374,24.2
6244,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4513,18.3
6245,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4881,20
6246,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4702,19.5
6247,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4892,20.5
6248,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4404,18.8
6249,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4915,21.4
6250,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4642,20.6
6251,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4527,20.5
6252,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4609,21
6253,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4431,20.5
6254,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4892,23
6255,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5521,26.3
6256,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5499,26.6
6257,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5335,26.1
6258,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5368,26.6
6259,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5085,25.5
6260,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5201,26.5
6261,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,5482,28.4
6262,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1896,16.5
6263,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,2115,18.7
6264,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1874,17.2
6265,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1931,18.3
6266,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1899,18.5
6267,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1619,16.3
6268,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1700,17.7
6269,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1752,18.7
6270,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1737,19.1
6271,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1645,18.7
6272,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1705,20.1
6273,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1830,22.5
6274,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1686,21.3
6275,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1990,25.6
6276,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1898,25.1
6277,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1780,24.1
6278,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1945,26.8
6279,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1891,26.5
6280,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,134,14.5
6281,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,172,17.7
6282,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,174,18.5
6283,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,134,14.6
6284,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,133,14.3
6285,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,120,13
6286,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,128,13.9
6287,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,138,15.7
6288,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,148,17
6289,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,133,14.9
6290,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,138,15.3
6291,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,172,19.5
6292,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,148,17
6293,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,189,21.9
6294,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,162,18.7
6295,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,162,18.9
6296,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,166,19.8
6297,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,157,19.4
6298,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2187,15
6299,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2445,16.6
6300,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2443,16.9
6301,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2374,16.6
6302,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2195,15.5
6303,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2291,16.6
6304,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,1975,14.6
6305,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2040,15.4
6306,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2085,15.8
6307,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,1743,13.4
6308,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,1947,15.3
6309,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2416,19.4
6310,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2204,17.9
6311,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2330,19.1
6312,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2487,20.8
6313,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2401,20.3
6314,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2533,21.7
6315,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2641,22.9
6316,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,546,12.4
6317,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,717,16.5
6318,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,723,16.8
6319,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,759,18
6320,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,573,13.8
6321,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,863,21.1
6322,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,778,19.7
6323,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,879,22.6
6324,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,938,24.3
6325,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,801,21.2
6326,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,879,23.6
6327,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,948,26.1
6328,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,810,22.5
6329,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,949,26.4
6330,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,914,25.5
6331,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,913,25.5
6332,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,885,24.6
6333,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,1007,28.1
6334,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,452,8.9
6335,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,453,9
6336,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,450,9.1
6337,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,496,10.4
6338,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,382,8.1
6339,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,401,8.7
6340,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,417,9.2
6341,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,507,11.7
6342,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,517,12
6343,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,477,11.2
6344,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,522,12.6
6345,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,614,15.2
6346,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,558,14.1
6347,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,632,16.4
6348,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,666,17.7
6349,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,575,15.5
6350,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,642,17.8
6351,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,695,19.5
6352,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2491,13.9
6353,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2899,15.9
6354,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2541,14.2
6355,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2884,16.2
6356,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2360,13.5
6357,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2771,16
6358,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2324,13.6
6359,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2601,15.6
6360,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2705,16.3
6361,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2555,15.5
6362,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2716,16.5
6363,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,3068,19.2
6364,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2938,18.6
6365,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,3010,19.2
6366,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2957,19.1
6367,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2735,17.9
6368,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,3069,20.3
6369,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,3116,20.9
6370,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,165,11
6371,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,246,16.2
6372,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,176,11.7
6373,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,195,12.9
6374,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,161,11.2
6375,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,226,15.3
6376,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,197,13.8
6377,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,222,16.1
6378,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,257,18.2
6379,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,224,16.1
6380,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,268,19.6
6381,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,253,18.5
6382,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,260,19.3
6383,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,267,20
6384,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,319,24.4
6385,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,295,22.8
6386,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,342,26.6
6387,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,300,23.6
6388,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,690,12
6389,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,848,15.3
6390,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,751,13.9
6391,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,747,14.2
6392,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,726,14.4
6393,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,768,15.7
6394,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,747,15.9
6395,2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,759,16.4
6396,2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,727,16.2
6397,2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,723,16.8
6398,2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,724,17.3
6399,2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,771,19.2
6400,2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,770,19.7
6401,2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,907,23.8
6402,2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,910,24.6
6403,2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,754,20.5
6404,2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,699,19.5
6405,1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,883,25.2
6406,2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,195,16.7
6407,2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,213,18.2
6408,2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,181,16.2
6409,2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,184,16.2
6410,2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,185,16.6
6411,2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,178,16.3
6412,2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,169,15.8
