ID,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
4082,2000,Diabetes mellitus (E10-E14),Diabetes,Iowa,630,18.1
4083,1999,Diabetes mellitus (E10-E14),Diabetes,Iowa,684,19.7
4084,2016,Diabetes mellitus (E10-E14),Diabetes,Kansas,727,21.2
4085,2015,Diabetes mellitus (E10-E14),Diabetes,Kansas,684,20.2
4086,2014,Diabetes mellitus (E10-E14),Diabetes,Kansas,643,19.2
4087,2013,Diabetes mellitus (E10-E14),Diabetes,Kansas,654,19.8
4088,2012,Diabetes mellitus (E10-E14),Diabetes,Kansas,639,19.6
4089,2011,Diabetes mellitus (E10-E14),Diabetes,Kansas,711,22.1
4090,2010,Diabetes mellitus (E10-E14),Diabetes,Kansas,655,20.6
4091,2009,Diabetes mellitus (E10-E14),Diabetes,Kansas,635,20.3
4092,2008,Diabetes mellitus (E10-E14),Diabetes,Kansas,706,22.7
4093,2007,Diabetes mellitus (E10-E14),Diabetes,Kansas,702,22.8
4094,2006,Diabetes mellitus (E10-E14),Diabetes,Kansas,749,24.8
4095,2005,Diabetes mellitus (E10-E14),Diabetes,Kansas,710,23.8
4096,2004,Diabetes mellitus (E10-E14),Diabetes,Kansas,690,23.5
4097,2003,Diabetes mellitus (E10-E14),Diabetes,Kansas,676,23.2
4098,2002,Diabetes mellitus (E10-E14),Diabetes,Kansas,765,26.4
4099,2001,Diabetes mellitus (E10-E14),Diabetes,Kansas,721,25.2
4100,2000,Diabetes mellitus (E10-E14),Diabetes,Kansas,668,23.5
4101,1999,Diabetes mellitus (E10-E14),Diabetes,Kansas,650,23
4102,2016,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1479,28.4
4103,2015,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1458,28.2
4104,2014,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1175,23.4
4105,2013,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1187,24.1
4106,2012,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1256,25.9
4107,2011,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1268,26.5
4108,2010,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1212,26
4109,2009,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1348,29.3
4110,2008,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1214,26.7
4111,2007,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1091,24.4
4112,2006,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1141,26.2
4113,2005,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1187,27.8
4114,2004,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1195,28.6
4115,2003,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1296,31.6
4116,2002,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1265,31.1
4117,2001,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1099,27.3
4118,2000,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1107,27.9
4119,1999,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1133,28.8
4120,2016,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1324,25.5
4121,2015,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1199,23.5
4122,2014,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1238,24.8
4123,2013,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1329,26.9
4124,2012,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1290,26.9
4125,2011,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1265,27.1
4126,2010,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1205,26.4
4127,2009,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1249,27.8
4128,2008,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1332,30.3
4129,2007,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1437,33.5
4130,2006,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1536,36.3
4131,2005,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1695,38.7
4132,2004,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1717,39.9
4133,2003,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1740,40.9
4134,2002,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1774,42.3
4135,2001,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1734,41.9
4136,2000,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1694,41.4
4137,1999,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1687,41.8
4138,2016,Diabetes mellitus (E10-E14),Diabetes,Maine,463,23.9
4139,2015,Diabetes mellitus (E10-E14),Diabetes,Maine,407,21.9
4140,2014,Diabetes mellitus (E10-E14),Diabetes,Maine,414,22.4
4141,2013,Diabetes mellitus (E10-E14),Diabetes,Maine,373,20.4
4142,2012,Diabetes mellitus (E10-E14),Diabetes,Maine,380,21.3
4143,2011,Diabetes mellitus (E10-E14),Diabetes,Maine,353,20
4144,2010,Diabetes mellitus (E10-E14),Diabetes,Maine,376,21.8
4145,2009,Diabetes mellitus (E10-E14),Diabetes,Maine,350,20.7
4146,2008,Diabetes mellitus (E10-E14),Diabetes,Maine,344,20.8
4147,2007,Diabetes mellitus (E10-E14),Diabetes,Maine,355,21.8
4148,2006,Diabetes mellitus (E10-E14),Diabetes,Maine,343,21.4
4149,2005,Diabetes mellitus (E10-E14),Diabetes,Maine,385,24.7
4150,2004,Diabetes mellitus (E10-E14),Diabetes,Maine,382,24.7
4151,2003,Diabetes mellitus (E10-E14),Diabetes,Maine,398,26.2
4152,2002,Diabetes mellitus (E10-E14),Diabetes,Maine,404,27.1
4153,2001,Diabetes mellitus (E10-E14),Diabetes,Maine,398,27.1
4154,2000,Diabetes mellitus (E10-E14),Diabetes,Maine,357,24.8
4155,1999,Diabetes mellitus (E10-E14),Diabetes,Maine,348,24.5
4156,2016,Diabetes mellitus (E10-E14),Diabetes,Maryland,1358,19.6
4157,2015,Diabetes mellitus (E10-E14),Diabetes,Maryland,1243,18.3
4158,2014,Diabetes mellitus (E10-E14),Diabetes,Maryland,1305,19.8
4159,2013,Diabetes mellitus (E10-E14),Diabetes,Maryland,1249,19.1
4160,2012,Diabetes mellitus (E10-E14),Diabetes,Maryland,1218,19.2
4161,2011,Diabetes mellitus (E10-E14),Diabetes,Maryland,1297,21.2
4162,2010,Diabetes mellitus (E10-E14),Diabetes,Maryland,1191,19.9
4163,2009,Diabetes mellitus (E10-E14),Diabetes,Maryland,1207,20.6
4164,2008,Diabetes mellitus (E10-E14),Diabetes,Maryland,1239,21.6
4165,2007,Diabetes mellitus (E10-E14),Diabetes,Maryland,1301,23.4
4166,2006,Diabetes mellitus (E10-E14),Diabetes,Maryland,1237,22.5
4167,2005,Diabetes mellitus (E10-E14),Diabetes,Maryland,1388,26
4168,2004,Diabetes mellitus (E10-E14),Diabetes,Maryland,1417,26.9
4169,2003,Diabetes mellitus (E10-E14),Diabetes,Maryland,1454,28.2
4170,2002,Diabetes mellitus (E10-E14),Diabetes,Maryland,1519,30.1
4171,2001,Diabetes mellitus (E10-E14),Diabetes,Maryland,1458,29.4
4172,2000,Diabetes mellitus (E10-E14),Diabetes,Maryland,1515,31.3
4173,1999,Diabetes mellitus (E10-E14),Diabetes,Maryland,1422,29.8
4174,2016,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1268,14.9
4175,2015,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1398,16.7
4176,2014,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1202,14.5
4177,2013,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1142,14.1
4178,2012,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1099,13.6
4179,2011,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1140,14.6
4180,2010,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1028,13.3
4181,2009,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1007,13.3
4182,2008,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1079,14.5
4183,2007,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1222,16.6
4184,2006,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1132,15.5
4185,2005,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1271,17.7
4186,2004,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1329,18.7
4187,2003,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1424,20.2
4188,2002,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1423,20.4
4189,2001,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1422,20.5
4190,2000,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1361,19.8
4191,1999,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1354,19.9
4192,2016,Diabetes mellitus (E10-E14),Diabetes,Michigan,2672,21.5
4193,2015,Diabetes mellitus (E10-E14),Diabetes,Michigan,2751,22.5
4194,2014,Diabetes mellitus (E10-E14),Diabetes,Michigan,2844,23.7
4195,2013,Diabetes mellitus (E10-E14),Diabetes,Michigan,2825,23.8
4196,2012,Diabetes mellitus (E10-E14),Diabetes,Michigan,2685,23
4197,2011,Diabetes mellitus (E10-E14),Diabetes,Michigan,2811,24.6
4198,2010,Diabetes mellitus (E10-E14),Diabetes,Michigan,2697,24
4199,2009,Diabetes mellitus (E10-E14),Diabetes,Michigan,2705,24.4
4200,2008,Diabetes mellitus (E10-E14),Diabetes,Michigan,2752,25.2
4201,2007,Diabetes mellitus (E10-E14),Diabetes,Michigan,2826,26.3
4202,2006,Diabetes mellitus (E10-E14),Diabetes,Michigan,2830,26.8
4203,2005,Diabetes mellitus (E10-E14),Diabetes,Michigan,2842,27.3
4204,2004,Diabetes mellitus (E10-E14),Diabetes,Michigan,2953,28.9
4205,2003,Diabetes mellitus (E10-E14),Diabetes,Michigan,2640,26.2
4206,2002,Diabetes mellitus (E10-E14),Diabetes,Michigan,2785,28
4207,2001,Diabetes mellitus (E10-E14),Diabetes,Michigan,2655,27.1
4208,2000,Diabetes mellitus (E10-E14),Diabetes,Michigan,2603,27
4209,1999,Diabetes mellitus (E10-E14),Diabetes,Michigan,2587,27.1
4210,2016,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1265,19.2
4211,2015,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1221,18.6
4212,2014,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1193,18.7
4213,2013,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1163,18.8
4214,2012,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1165,19.1
4215,2011,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1189,20.1
4216,2010,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1037,17.7
4217,2009,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1021,17.7
4218,2008,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1087,19.1
4219,2007,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1084,19.6
4220,2006,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1158,21.4
4221,2005,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1258,23.6
4222,2004,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1130,21.6
4223,2003,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1276,24.9
4224,2002,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1317,26
4225,2001,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1213,24.4
4226,2000,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1209,24.6
4227,1999,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1249,25.7
4228,2016,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1084,31.9
4229,2015,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1092,32.4
4230,2014,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1015,30.4
4231,2013,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1071,32.9
4232,2012,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1050,32.6
4233,2011,Diabetes mellitus (E10-E14),Diabetes,Mississippi,996,32
4234,2010,Diabetes mellitus (E10-E14),Diabetes,Mississippi,926,30.3
4235,2009,Diabetes mellitus (E10-E14),Diabetes,Mississippi,900,29.7
4236,2008,Diabetes mellitus (E10-E14),Diabetes,Mississippi,758,25.3
4237,2007,Diabetes mellitus (E10-E14),Diabetes,Mississippi,654,22.1
4238,2006,Diabetes mellitus (E10-E14),Diabetes,Mississippi,707,24.5
4239,2005,Diabetes mellitus (E10-E14),Diabetes,Mississippi,677,23.5
4240,2004,Diabetes mellitus (E10-E14),Diabetes,Mississippi,665,23.6
4241,2003,Diabetes mellitus (E10-E14),Diabetes,Mississippi,680,24.4
4242,2002,Diabetes mellitus (E10-E14),Diabetes,Mississippi,671,24.4
4243,2001,Diabetes mellitus (E10-E14),Diabetes,Mississippi,661,24.3
4244,2000,Diabetes mellitus (E10-E14),Diabetes,Mississippi,676,24.9
4245,1999,Diabetes mellitus (E10-E14),Diabetes,Mississippi,593,22
4246,2016,Diabetes mellitus (E10-E14),Diabetes,Missouri,1508,20.1
4247,2015,Diabetes mellitus (E10-E14),Diabetes,Missouri,1468,19.7
4248,2014,Diabetes mellitus (E10-E14),Diabetes,Missouri,1423,19.4
4249,2013,Diabetes mellitus (E10-E14),Diabetes,Missouri,1477,20.5
4250,2012,Diabetes mellitus (E10-E14),Diabetes,Missouri,1377,19.6
4251,2011,Diabetes mellitus (E10-E14),Diabetes,Missouri,1438,20.8
4252,2010,Diabetes mellitus (E10-E14),Diabetes,Missouri,1425,21.2
4253,2009,Diabetes mellitus (E10-E14),Diabetes,Missouri,1335,19.8
4254,2008,Diabetes mellitus (E10-E14),Diabetes,Missouri,1348,20.4
4255,2007,Diabetes mellitus (E10-E14),Diabetes,Missouri,1444,22.4
4256,2006,Diabetes mellitus (E10-E14),Diabetes,Missouri,1493,23.5
4257,2005,Diabetes mellitus (E10-E14),Diabetes,Missouri,1549,24.8
4258,2004,Diabetes mellitus (E10-E14),Diabetes,Missouri,1461,23.6
4259,2003,Diabetes mellitus (E10-E14),Diabetes,Missouri,1666,27.1
4260,2002,Diabetes mellitus (E10-E14),Diabetes,Missouri,1625,26.8
4261,2001,Diabetes mellitus (E10-E14),Diabetes,Missouri,1535,25.6
4262,2000,Diabetes mellitus (E10-E14),Diabetes,Missouri,1458,24.6
4263,1999,Diabetes mellitus (E10-E14),Diabetes,Missouri,1554,26.3
4264,2016,Diabetes mellitus (E10-E14),Diabetes,Montana,311,23.6
4265,2015,Diabetes mellitus (E10-E14),Diabetes,Montana,321,24.5
4266,2014,Diabetes mellitus (E10-E14),Diabetes,Montana,250,19.2
4267,2013,Diabetes mellitus (E10-E14),Diabetes,Montana,250,19.7
4268,2012,Diabetes mellitus (E10-E14),Diabetes,Montana,233,19.1
4269,2011,Diabetes mellitus (E10-E14),Diabetes,Montana,252,20.9
4270,2010,Diabetes mellitus (E10-E14),Diabetes,Montana,227,19.1
4271,2009,Diabetes mellitus (E10-E14),Diabetes,Montana,228,19.4
4272,2008,Diabetes mellitus (E10-E14),Diabetes,Montana,254,22.3
4273,2007,Diabetes mellitus (E10-E14),Diabetes,Montana,258,23
4274,2006,Diabetes mellitus (E10-E14),Diabetes,Montana,249,22.8
4275,2005,Diabetes mellitus (E10-E14),Diabetes,Montana,285,26.7
4276,2004,Diabetes mellitus (E10-E14),Diabetes,Montana,237,22.7
4277,2003,Diabetes mellitus (E10-E14),Diabetes,Montana,261,25.8
4278,2002,Diabetes mellitus (E10-E14),Diabetes,Montana,210,21.1
4279,2001,Diabetes mellitus (E10-E14),Diabetes,Montana,229,23.3
4280,2000,Diabetes mellitus (E10-E14),Diabetes,Montana,227,23.6
4281,1999,Diabetes mellitus (E10-E14),Diabetes,Montana,244,25.7
4282,2016,Diabetes mellitus (E10-E14),Diabetes,Nebraska,501,21.9
4283,2015,Diabetes mellitus (E10-E14),Diabetes,Nebraska,553,24.8
4284,2014,Diabetes mellitus (E10-E14),Diabetes,Nebraska,473,21.5
4285,2013,Diabetes mellitus (E10-E14),Diabetes,Nebraska,471,21.7
4286,2012,Diabetes mellitus (E10-E14),Diabetes,Nebraska,442,20.7
4287,2011,Diabetes mellitus (E10-E14),Diabetes,Nebraska,460,21.7
4288,2010,Diabetes mellitus (E10-E14),Diabetes,Nebraska,452,21.7
4289,2009,Diabetes mellitus (E10-E14),Diabetes,Nebraska,445,21.8
4290,2008,Diabetes mellitus (E10-E14),Diabetes,Nebraska,470,23.2
4291,2007,Diabetes mellitus (E10-E14),Diabetes,Nebraska,472,23.4
4292,2006,Diabetes mellitus (E10-E14),Diabetes,Nebraska,437,22.2
4293,2005,Diabetes mellitus (E10-E14),Diabetes,Nebraska,449,23.3
4294,2004,Diabetes mellitus (E10-E14),Diabetes,Nebraska,395,20.5
4295,2003,Diabetes mellitus (E10-E14),Diabetes,Nebraska,407,21.1
4296,2002,Diabetes mellitus (E10-E14),Diabetes,Nebraska,393,20.8
4297,2001,Diabetes mellitus (E10-E14),Diabetes,Nebraska,400,21.3
4298,2000,Diabetes mellitus (E10-E14),Diabetes,Nebraska,411,22.2
4299,1999,Diabetes mellitus (E10-E14),Diabetes,Nebraska,372,20.2
4300,2016,Diabetes mellitus (E10-E14),Diabetes,Nevada,580,17.9
4301,2015,Diabetes mellitus (E10-E14),Diabetes,Nevada,420,13.4
4302,2014,Diabetes mellitus (E10-E14),Diabetes,Nevada,350,11.4
4303,2013,Diabetes mellitus (E10-E14),Diabetes,Nevada,424,14.8
4304,2012,Diabetes mellitus (E10-E14),Diabetes,Nevada,438,15.9
4305,2011,Diabetes mellitus (E10-E14),Diabetes,Nevada,400,15.1
4306,2010,Diabetes mellitus (E10-E14),Diabetes,Nevada,350,13.8
4307,2009,Diabetes mellitus (E10-E14),Diabetes,Nevada,377,15.5
4308,2008,Diabetes mellitus (E10-E14),Diabetes,Nevada,373,15.6
4309,2007,Diabetes mellitus (E10-E14),Diabetes,Nevada,312,13
4310,2006,Diabetes mellitus (E10-E14),Diabetes,Nevada,294,13
4311,2005,Diabetes mellitus (E10-E14),Diabetes,Nevada,336,15.3
4312,2004,Diabetes mellitus (E10-E14),Diabetes,Nevada,290,13.9
4313,2003,Diabetes mellitus (E10-E14),Diabetes,Nevada,301,15
4314,2002,Diabetes mellitus (E10-E14),Diabetes,Nevada,343,17.5
4315,2001,Diabetes mellitus (E10-E14),Diabetes,Nevada,322,17.5
4316,2000,Diabetes mellitus (E10-E14),Diabetes,Nevada,276,15.4
4317,1999,Diabetes mellitus (E10-E14),Diabetes,Nevada,286,17.2
4318,2016,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,316,17.9
4319,2015,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,308,17.9
4320,2014,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,300,18
4321,2013,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,310,18.7
4322,2012,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,275,17.5
4323,2011,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,280,18.3
4324,2010,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,236,16.1
4325,2009,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,276,18.7
4326,2008,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,297,20.6
4327,2007,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,280,20.2
4328,2006,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,296,21.4
4329,2005,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,310,23.4
4330,2004,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,313,24
4331,2003,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,300,23.6
4332,2002,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,311,25
4333,2001,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,291,23.9
4334,2000,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,297,25.1
4335,1999,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,294,25.3
4336,2016,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1949,17.8
4337,2015,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1933,17.9
4338,2014,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2062,19.3
4339,2013,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2043,19.4
4340,2012,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1988,19.3
4341,2011,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2222,22
4342,2010,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2098,21
4343,2009,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1959,19.9
4344,2008,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2242,23.1
4345,2007,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2329,24.4
4346,2006,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2454,26.1
4347,2005,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2540,27.3
4348,2004,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2595,28.2
4349,2003,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2484,27.2
4350,2002,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2532,28.1
4351,2001,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2556,28.7
4352,2000,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2483,28.2
4353,1999,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2436,28
4354,2016,Diabetes mellitus (E10-E14),Diabetes,New Mexico,678,27.2
4355,2015,Diabetes mellitus (E10-E14),Diabetes,New Mexico,608,24.9
4356,2014,Diabetes mellitus (E10-E14),Diabetes,New Mexico,671,27.5
4357,2013,Diabetes mellitus (E10-E14),Diabetes,New Mexico,646,27.6
4358,2012,Diabetes mellitus (E10-E14),Diabetes,New Mexico,652,28.3
4359,2011,Diabetes mellitus (E10-E14),Diabetes,New Mexico,612,27.3
4360,2010,Diabetes mellitus (E10-E14),Diabetes,New Mexico,643,29.8
4361,2009,Diabetes mellitus (E10-E14),Diabetes,New Mexico,597,28.3
4362,2008,Diabetes mellitus (E10-E14),Diabetes,New Mexico,582,28.3
4363,2007,Diabetes mellitus (E10-E14),Diabetes,New Mexico,673,33.2
4364,2006,Diabetes mellitus (E10-E14),Diabetes,New Mexico,606,30.6
4365,2005,Diabetes mellitus (E10-E14),Diabetes,New Mexico,595,31.4
4366,2004,Diabetes mellitus (E10-E14),Diabetes,New Mexico,590,31.9
4367,2003,Diabetes mellitus (E10-E14),Diabetes,New Mexico,599,33.2
4368,2002,Diabetes mellitus (E10-E14),Diabetes,New Mexico,582,33
4369,2001,Diabetes mellitus (E10-E14),Diabetes,New Mexico,538,31.5
4370,2000,Diabetes mellitus (E10-E14),Diabetes,New Mexico,485,29.1
4371,1999,Diabetes mellitus (E10-E14),Diabetes,New Mexico,517,31.4
4372,2016,Diabetes mellitus (E10-E14),Diabetes,New York,4038,16.9
4373,2015,Diabetes mellitus (E10-E14),Diabetes,New York,4045,17.1
4374,2014,Diabetes mellitus (E10-E14),Diabetes,New York,4064,17.4
4375,2013,Diabetes mellitus (E10-E14),Diabetes,New York,4094,17.8
4376,2012,Diabetes mellitus (E10-E14),Diabetes,New York,4010,17.7
4377,2011,Diabetes mellitus (E10-E14),Diabetes,New York,3988,18
4378,2010,Diabetes mellitus (E10-E14),Diabetes,New York,3642,16.7
4379,2009,Diabetes mellitus (E10-E14),Diabetes,New York,3723,17.3
4380,2008,Diabetes mellitus (E10-E14),Diabetes,New York,3605,16.9
4381,2007,Diabetes mellitus (E10-E14),Diabetes,New York,3715,17.7
4382,2006,Diabetes mellitus (E10-E14),Diabetes,New York,3848,18.6
4383,2005,Diabetes mellitus (E10-E14),Diabetes,New York,4051,19.7
4384,2004,Diabetes mellitus (E10-E14),Diabetes,New York,3913,19.2
4385,2003,Diabetes mellitus (E10-E14),Diabetes,New York,4227,21
4386,2002,Diabetes mellitus (E10-E14),Diabetes,New York,3934,19.7
4387,2001,Diabetes mellitus (E10-E14),Diabetes,New York,3844,19.5
4388,2000,Diabetes mellitus (E10-E14),Diabetes,New York,3877,20
4389,1999,Diabetes mellitus (E10-E14),Diabetes,New York,3799,19.8
4390,2016,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2811,23.5
